Time,SPN,Flag,PredHigh,PredLow
1.9477975368499756,651.75,0,702.182861571779,602.182861571779
2.107222080230713,651.75,0,702.0915780949595,602.0915780949595
2.259416341781616,653.25,0,702.0437409988372,602.0437409988372
2.416956663131714,653.25,0,703.2274356802695,603.2274356802695
2.568223237991333,653.25,0,702.8892706929298,602.8892706929298
2.7284185886383057,654.5,0,703.0259670537768,603.0259670537768
2.8820502758026123,654.5,0,704.0248544841688,604.0248544841688
3.2147159576416016,654.5,0,703.4308451755462,603.4308451755462
3.564234495162964,654.5,0,704.0386184775385,604.0386184775385
3.755282163619995,654.5,0,704.0926843540192,604.0926843540192
3.9657719135284424,654.5,0,704.1439308735163,604.1439308735163
4.19245719909668,656.0,0,704.1816278784053,604.1816278784053
4.402062177658081,656.0,0,705.658940536971,605.658940536971
4.586698293685913,656.0,0,705.5697303854924,605.5697303854924
4.757199048995972,654.5,0,705.6663423537074,605.6663423537074
4.975459814071655,654.5,0,704.1465691494152,604.1465691494152
5.19739556312561,654.5,0,704.3346221770182,604.3346221770182
5.4143829345703125,654.5,0,704.3299931293109,604.3299931293109
5.621334552764893,654.5,0,704.3386974446886,604.3386974446886
5.843365430831909,654.5,0,704.3453254274795,604.3453254274795
6.066883325576782,655.0,0,704.3515120647317,604.3515120647317
6.283283710479736,655.0,0,704.8245369474994,604.8245369474994
6.5168328285217285,655.0,0,704.7932438516982,604.7932438516982
6.731884241104126,726.9420166015625,726.9420166015625,704.8074218212693,604.8074218212693
6.946113586425781,657.0,0,731.985669169714,631.985669169714
7.146483421325684,657.0,0,708.9417790377352,608.9417790377352
7.363410234451294,663.75,0,707.9208918416005,607.9208918416005
7.632406949996948,663.75,0,708.8388646434855,608.8388646434855
7.833963394165039,663.75,0,709.4371271250562,609.4371271250562
8.066283464431763,674.75,0,709.8731776112595,609.8731776112595
8.306334495544434,674.75,0,712.209650729154,612.209650729154
8.572713851928711,674.75,0,714.3420450151663,614.3420450151663
8.787883758544922,680.25,0,716.1717495706852,616.1717495706852
9.04684829711914,680.25,0,718.9428913601838,618.9428913601838
9.33458685874939,680.25,0,721.2839888134595,621.2839888134595
9.566461086273193,684.75,0,723.140998342124,623.140998342124
9.780345439910889,684.75,0,725.763292309192,625.763292309192
10.004506826400757,684.75,0,727.8015843118201,627.8015843118201
10.238033771514893,684.5,0,729.3178493818771,629.3178493818771
10.447468280792236,684.5,0,730.3544606927328,630.3544606927328
10.719006299972534,684.5,0,731.1083402518467,631.1083402518467
11.008955478668213,680.25,0,731.6631265435435,631.6631265435435
11.266924619674683,680.25,0,730.9094455296972,630.9094455296972
11.496327877044678,680.25,0,730.3749788631247,630.3749788631247
11.790077209472656,676.25,0,729.9971762388257,629.9971762388257
12.080758333206177,676.25,0,728.6469400782507,628.6469400782507
12.389524221420288,676.25,0,727.6624152392804,627.6624152392804
12.656485795974731,676.25,0,726.9480957912632,626.9480957912632
12.964444875717163,676.25,0,726.4423942698289,626.4423942698289
13.260962009429932,676.25,0,726.0858721587485,626.0858721587485
13.54745101928711,742.1665649414062,742.1665649414062,725.819734110034,625.819734110034
13.81990933418274,675.5,0,741.033311894004,641.033311894004
14.119715929031372,675.5,0,736.3190169647663,636.3190169647663
14.438215255737305,680.0,0,733.6476890260328,633.6476890260328
14.755064010620117,680.0,0,732.6156553727476,632.6156553727476
15.065664768218994,684.75,0,731.8086396457768,631.8086396457768
15.303048133850098,684.75,0,732.1613033011602,632.1613033011602
15.62209701538086,684.75,0,732.4464555479615,632.4464555479615
15.934171438217163,689.25,0,732.6762666536983,632.6762666536983
16.243602752685547,689.25,0,733.7818270300819,633.7818270300819
16.569881200790405,689.25,0,734.6693575587262,634.6693575587262
16.883890628814697,690.75,0,735.3834384537914,635.3834384537914
17.214024782180786,690.75,0,736.26902290899,636.26902290899
17.53548789024353,690.75,0,736.9827713253591,636.9827713253591
17.842830657958984,681.5,0,737.5556495420875,637.5556495420875
18.169684886932373,681.5,0,736.0991163754734,636.0991163754734
18.4972186088562,681.5,0,734.9590390864614,634.9590390864614
18.770793676376343,669.75,0,734.0437762765418,634.0437762765418
19.09233546257019,669.75,0,730.8147886481951,630.8147886481951
19.393054008483887,669.75,0,728.1015672697356,628.1015672697356
19.71260714530945,659.25,0,725.9070772269979,625.9070772269979
20.027891397476196,659.25,0,721.4756102353844,621.4756102353844
20.35670042037964,659.25,0,717.9483226138445,617.9483226138445
20.703683137893677,649.0,0,715.4038372758984,615.4038372758984
21.03361749649048,579.2672729492188,579.2672729492188,710.6126778001068,610.6126778001068
21.392740726470947,649.0,0,680.4294317540322,580.4294317540322
21.60439920425415,644.25,0,690.5284418504606,590.5284418504606
21.810964107513428,644.25,0,692.7872145055047,592.7872145055047
22.01453471183777,644.25,0,694.1479466952314,594.1479466952314
22.239754915237427,642.25,0,695.0081980882809,595.0081980882809
22.568122625350952,642.25,0,694.9005949443854,594.9005949443854
22.89220428466797,642.25,0,694.8041545451391,594.8041545451391
23.194467067718506,642.25,0,694.7170407741729,594.7170407741729
23.549721717834473,644.75,0,694.6364496186949,594.6364496186949
23.9409019947052,644.75,0,695.3647891156799,595.3647891156799
24.24432682991028,644.75,0,695.827915493624,595.827915493624
24.528660535812378,645.0,0,696.1170663041694,596.1170663041694
24.861533641815186,645.0,0,696.3721250758264,596.3721250758264
25.18509531021118,645.0,0,696.5274405541987,596.5274405541987
25.486661434173584,647.0,0,696.6167695527201,596.6167695527201
25.801304817199707,647.0,0,697.2931942337096,597.2931942337096
26.09700870513916,647.0,0,697.7297805055115,597.7297805055115
26.30554986000061,578.083740234375,578.083740234375,698.0086049034345,598.0086049034345
26.533552646636963,647.25,0,677.2528055183019,577.2528055183019
26.747958183288574,647.25,0,684.73703217728,584.73703217728
26.9521803855896,646.5,0,689.0290298562144,589.0290298562144
27.277709007263184,646.5,0,691.7611692234049,591.7611692234049
27.633776664733887,715.8499755859375,715.8499755859375,693.6735497926034,593.6735497926034
28.030418395996094,644.0,0,716.3170956864176,616.3170956864176
28.332129955291748,644.0,0,708.5280833443468,608.5280833443468
28.64894938468933,644.0,0,704.7514974674419,604.7514974674419
28.966603755950928,642.75,0,702.2839827046048,602.2839827046048
29.32709527015686,642.75,0,700.2294381563014,600.2294381563014
29.694463968276978,642.75,0,698.7426530102176,598.7426530102176
30.08681344985962,639.5,0,697.6605136676984,597.6605136676984
30.43585515022278,572.87109375,572.87109375,696.0345440836492,596.0345440836492
30.814754247665405,639.5,0,676.6122664031548,576.6122664031548
31.031715154647827,638.25,0,681.7187212876852,581.7187212876852
31.242889881134033,638.25,0,684.3442016765681,584.3442016765681
31.553698301315308,638.25,0,686.1429011042104,586.1429011042104
31.923209190368652,638.25,0,687.4141204152613,587.4141204152613
32.28779745101929,638.75,0,688.313541159584,588.313541159584
32.626100063323975,638.75,0,689.0800475516434,589.0800475516434
33.00164198875427,638.75,0,689.6163698374864,589.6163698374864
33.33835244178772,641.75,0,689.9908100934697,589.9908100934697
33.70159578323364,641.75,0,691.0302033016206,591.0302033016206
34.095170736312866,641.75,0,691.7698595580409,591.7698595580409
34.43721795082092,648.5,0,692.2908608532041,592.2908608532041
34.80974745750427,648.5,0,694.406707025415,594.406707025415
35.15408492088318,648.5,0,695.9246857107406,595.9246857107406
35.48742628097534,658.75,0,697.0064117777066,597.0064117777066
